n,00001,La bamba,Los lobos,2003,Letras\\La bamba.txt,3,Do,Mayor,Fa,Mayor,Sol,Mayor
n,00002,Lamento boliviano,Los enanitos verdes,1994,Letras\\Lamento boliviano.txt,4,Mi,Menor,Si,Menor,La,Menor,Si,7
n,00003,De musica ligera,Soda stereo,1990,Letras\\De musica ligera.txt,4,Si,Menor,Sol,Mayor,Re,Mayor,La,Mayor
n,00004,Vivir mi vida,Marc anthony,2013,Letras\\Vivir mi vida.txt,4,Si,Menor,Sol,Mayor,Re,Mayor,La,Mayor
n,00005,Despacito,Luis fonsi,2017,Letras\\Despacito.txt,4,Si,Menor,Sol,Mayor,Re,Mayor,La,Mayor
n,00006,Mi universo,Jesus adrian romero,2005,Letras\\Mi universo.txt,4,Sol,Mayor,Do,Mayor,La,Menor,Re,Mayor
n,00007,Me amaste asi,Pablo olivares,2017,Letras\\Me amaste asi.txt,4,Do,Mayor,Fa,Mayor,Sol,Mayor,La,Menor
n,00008,Tus viejas cartas,Enanitos verdes,1986,Letras\\Tus viejas cartas.txt,4,Sol,Mayor,Mi,Menor,La,Menor,Re,Mayor
n,00009,Burn the ships,For king and country,2018,Letras\\Burn the ships.txt,6,Re,Menor,La#,Mayor,Fa,Mayor,Do,Mayor,La,Menor,Sol,Menor
n,00010,Legendary,Skillet,2019,Letras\\Legendary.txt,7,Si,Menor,Re,Mayor,Mi,Menor,Sol,Mayor,Fa#,Menor,La,Mayor,Fa#,Mayor
n,00011,Victorious,Skillet,2019,Letras\\Victorious.txt,5,Sol,Menor,Re#,Mayor,La#,Mayor,Re,Menor,Fa,Mayor
n,00012,This is the kingdom,Skillet,2019,Letras\\This is the kingdom.txt,6,Mi,Menor,Si,Menor,Do,Mayor,La,Menor,Sol,Mayor,Re,Mayor
n,00013,Rise up,Skillet,2019,Letras\\Rise up.txt,5,Re,Menor,Fa,Mayor,La,Menor,Sol,Mayor,Do,Mayor
n,00014,Need you more,For king and country,2018,Letras\\Need you more.txt,5,Re,Mayor,Si,Menor,La,Mayor,Sol,Mayor,Mi,Menor
n,00015,Control,For king and country,2018,Letras\\Control.txt,5,Do,Mayor,Sol,Mayor,Fa,Mayor,La,Menor,Mi,Menor
n,00016,Your great name,Kutless,2017,Letras\\Your great name.txt,4,Sol,Mayor,Re,Mayor,Do,Mayor,Mi,Menor
n,00017,King of my heart,Kutless,2017,Letras\\King of my heart.txt,5,Re,Mayor,La,Mayor,Sol,Mayor,Si,Menor,Mi,Menor
n,00018,Great are you lord,Kutless,2017,Letras\\Great are you lord.txt,4,La,Mayor,Mi,Mayor,Re,Mayor,Fa#,Menor
n,00019,Reason,Unspoken,2019,Letras\\Reason.txt,8,Mi,Mayor,Si,Mayor,Fa#,Mayor,Sol#,Menor,Fa#,Menor,Re#,Mayor,Do#,Mayor,Re#,Menor
n,00020,You have always been,Unspoken,2019,Letras\\You hace always been.txt,4,Re,Menor,La#,Mayor,Fa,Mayor,Do,Mayor
n,00021,Never would have made it,Unspoken,2019,Letras\\Never would have made it.txt,4,Fa.Mayor,Do,Mayor,Re,Menor,La#,Mayor
n,00022,Hakuna matata,Timon y pumba,1984,Letras\\Hakuna matata.txt,3,Sib,Menor,Do#,Mayor,Re#,7
n,00023,Ave maria,Nose,2000,Letras\\Ave maria.txt,3,Do#,7,La,Menor,Mi,Mayor
